bill_billing_period_start,bill_billing_period_end,bill_payer_account_id,line_item_usage_start_date,line_item_usage_end_date,line_item_resource_id,product_product_name,product_region,line_item_usage_type,line_item_usage_amount,line_item_unblended_cost,line_item_blended_cost,credits_applied,line_item_net_cost,line_item_currency,line_item_account_id,linked_account_subsidiary,tags_team,tags_env
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/893288,AmazonRDS,ap-southeast-1,Request,22.608,0.1547,0.1547,0.0,0.1547,USD,333333333333,SubsidiaryC,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/835377,AWSLambda,ap-southeast-2,TimedStorage-ByteHrs,17.722,0.1375,0.1375,0.0,0.1375,USD,333333333333,SubsidiaryC,DataPlatform,dev
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/897010,AmazonCloudFront,us-east-1,Request,26.973,0.3126,0.3126,0.0,0.3126,USD,333333333333,SubsidiaryC,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/956751,AmazonEC2,ap-southeast-1,Request,64.775,1.5191,1.5191,0.0,1.5191,USD,444444444444,SubsidiaryD,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/871119,AmazonS3,ap-southeast-1,DataTransfer-Out-Bytes,15.9,0.0964,0.0964,0.0,0.0964,USD,444444444444,SubsidiaryD,DataPlatform,dev
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/964710,AmazonEKS,us-east-1,BoxUsage:t2.micro,80.827,1.7018,1.7018,0.0,1.7018,USD,444444444444,SubsidiaryD,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/695464,AmazonRDS,ap-southeast-1,Request,16.496,0.1591,0.1591,0.0,0.1591,USD,444444444444,SubsidiaryD,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/973645,AWSLambda,ap-southeast-1,TimedStorage-ByteHrs,19.348,0.1875,0.1875,0.0,0.1875,USD,444444444444,SubsidiaryD,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-06,2024-11-07,arn:aws:ec2:region:instance/613569,AmazonCloudFront,us-east-1,TimedStorage-ByteHrs,23.788,0.2687,0.2687,0.0,0.2687,USD,444444444444,SubsidiaryD,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/379031,AmazonEC2,us-east-1,TimedStorage-ByteHrs,83.907,2.5003,2.5003,0.375,2.1253,USD,111111111111,SubsidiaryA,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/131451,AmazonS3,ap-southeast-2,TimedStorage-ByteHrs,22.33,0.2641,0.2641,0.0,0.2641,USD,111111111111,SubsidiaryA,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/750869,AmazonEKS,ap-southeast-1,TimedStorage-ByteHrs,77.061,2.734,2.734,0.0,2.734,USD,111111111111,SubsidiaryA,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/798575,AmazonRDS,ap-southeast-1,BoxUsage:t2.micro,30.2,0.2952,0.2952,0.0,0.2952,USD,111111111111,SubsidiaryA,Payments,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/165621,AWSLambda,us-east-1,TimedStorage-ByteHrs,22.01,0.2612,0.2612,0.0,0.2612,USD,111111111111,SubsidiaryA,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/292122,AmazonCloudFront,ap-southeast-2,TimedStorage-ByteHrs,8.022,0.0799,0.0799,0.0,0.0799,USD,111111111111,SubsidiaryA,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/979041,AmazonEC2,us-east-1,DataTransfer-Out-Bytes,63.42,1.5742,1.5742,0.0,1.5742,USD,222222222222,SubsidiaryB,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/592956,AmazonS3,us-east-1,Request,24.806,0.2541,0.2541,0.0,0.2541,USD,222222222222,SubsidiaryB,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/616450,AmazonEKS,ap-southeast-1,EBS:GP2,57.048,1.942,1.942,0.2913,1.6507,USD,222222222222,SubsidiaryB,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/204426,AmazonRDS,us-east-1,BoxUsage:t2.micro,12.947,0.0973,0.0973,0.0,0.0973,USD,222222222222,SubsidiaryB,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/881539,AWSLambda,ap-southeast-2,BoxUsage:t2.micro,22.498,0.2128,0.2128,0.0,0.2128,USD,222222222222,SubsidiaryB,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/666778,AmazonCloudFront,us-east-1,DataTransfer-Out-Bytes,24.258,0.1713,0.1713,0.0,0.1713,USD,222222222222,SubsidiaryB,DataPlatform,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/662276,AmazonEC2,ap-southeast-2,Request,44.356,1.2388,1.2388,0.0,1.2388,USD,333333333333,SubsidiaryC,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/341723,AmazonS3,ap-southeast-1,Request,17.01,0.1451,0.1451,0.0,0.1451,USD,333333333333,SubsidiaryC,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/303401,AmazonEKS,ap-southeast-2,EBS:GP2,45.062,0.9203,0.9203,0.0,0.9203,USD,333333333333,SubsidiaryC,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/397228,AmazonRDS,us-east-1,EBS:GP2,22.864,0.1584,0.1584,0.0,0.1584,USD,333333333333,SubsidiaryC,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/543810,AWSLambda,ap-southeast-2,DataTransfer-Out-Bytes,20.405,0.182,0.182,0.0,0.182,USD,333333333333,SubsidiaryC,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/359918,AmazonCloudFront,ap-southeast-2,BoxUsage:t2.micro,22.195,0.1935,0.1935,0.0,0.1935,USD,333333333333,SubsidiaryC,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/115850,AmazonEC2,us-east-1,EBS:GP2,97.984,3.2423,3.2423,0.0,3.2423,USD,444444444444,SubsidiaryD,DataPlatform,dev
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/804583,AmazonS3,us-east-1,TimedStorage-ByteHrs,13.289,0.1009,0.1009,0.0,0.1009,USD,444444444444,SubsidiaryD,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/517954,AmazonEKS,ap-southeast-1,DataTransfer-Out-Bytes,82.631,1.849,1.849,0.0,1.849,USD,444444444444,SubsidiaryD,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/988843,AmazonRDS,ap-southeast-2,EBS:GP2,21.704,0.1945,0.1945,0.0,0.1945,USD,444444444444,SubsidiaryD,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/410211,AWSLambda,ap-southeast-1,EBS:GP2,16.96,0.1211,0.1211,0.0,0.1211,USD,444444444444,SubsidiaryD,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-07,2024-11-08,arn:aws:ec2:region:instance/366561,AmazonCloudFront,us-east-1,DataTransfer-Out-Bytes,26.686,0.2908,0.2908,0.0,0.2908,USD,444444444444,SubsidiaryD,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/933595,AmazonEC2,ap-southeast-2,BoxUsage:t2.micro,66.78,1.8326,1.8326,0.0,1.8326,USD,111111111111,SubsidiaryA,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/662640,AmazonS3,us-east-1,Request,23.28,0.1992,0.1992,0.0,0.1992,USD,111111111111,SubsidiaryA,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/394569,AmazonEKS,ap-southeast-2,TimedStorage-ByteHrs,43.549,1.4463,1.4463,0.4339,1.0124,USD,111111111111,SubsidiaryA,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/166455,AmazonRDS,ap-southeast-1,DataTransfer-Out-Bytes,14.708,0.117,0.117,0.0,0.117,USD,111111111111,SubsidiaryA,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/420763,AWSLambda,ap-southeast-1,DataTransfer-Out-Bytes,9.069,0.0784,0.0784,0.0,0.0784,USD,111111111111,SubsidiaryA,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/132264,AmazonCloudFront,ap-southeast-2,TimedStorage-ByteHrs,14.309,0.1117,0.1117,0.0,0.1117,USD,111111111111,SubsidiaryA,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/821806,AmazonEC2,ap-southeast-1,BoxUsage:t2.micro,52.205,1.1614,1.1614,0.0,1.1614,USD,222222222222,SubsidiaryB,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/601793,AmazonS3,ap-southeast-2,BoxUsage:t2.micro,13.918,0.1077,0.1077,0.0,0.1077,USD,222222222222,SubsidiaryB,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/106829,AmazonEKS,ap-southeast-2,DataTransfer-Out-Bytes,67.577,1.9276,1.9276,0.0,1.9276,USD,222222222222,SubsidiaryB,DataPlatform,dev
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/331444,AmazonRDS,us-east-1,TimedStorage-ByteHrs,28.074,0.1975,0.1975,0.0,0.1975,USD,222222222222,SubsidiaryB,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/438913,AWSLambda,ap-southeast-1,TimedStorage-ByteHrs,18.755,0.1355,0.1355,0.0,0.1355,USD,222222222222,SubsidiaryB,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/690989,AmazonCloudFront,us-east-1,EBS:GP2,14.428,0.0963,0.0963,0.0,0.0963,USD,222222222222,SubsidiaryB,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/392641,AmazonEC2,us-east-1,BoxUsage:t2.micro,58.551,1.0629,1.0629,0.2657,0.7972,USD,333333333333,SubsidiaryC,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/477658,AmazonS3,us-east-1,TimedStorage-ByteHrs,16.679,0.1968,0.1968,0.0,0.1968,USD,333333333333,SubsidiaryC,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/699513,AmazonEKS,us-east-1,DataTransfer-Out-Bytes,45.659,1.4051,1.4051,0.0,1.4051,USD,333333333333,SubsidiaryC,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/473858,AmazonRDS,ap-southeast-1,DataTransfer-Out-Bytes,16.106,0.1626,0.1626,0.0,0.1626,USD,333333333333,SubsidiaryC,DataPlatform,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/906053,AWSLambda,us-east-1,DataTransfer-Out-Bytes,20.068,0.2176,0.2176,0.0,0.2176,USD,333333333333,SubsidiaryC,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/840721,AmazonCloudFront,us-east-1,Request,21.512,0.1558,0.1558,0.0,0.1558,USD,333333333333,SubsidiaryC,Payments,staging
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/457899,AmazonEC2,us-east-1,DataTransfer-Out-Bytes,100.534,1.835,1.835,0.0,1.835,USD,444444444444,SubsidiaryD,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/760037,AmazonS3,ap-southeast-2,Request,25.524,0.2789,0.2789,0.0,0.2789,USD,444444444444,SubsidiaryD,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/428864,AmazonEKS,ap-southeast-2,EBS:GP2,55.196,1.7742,1.7742,0.2661,1.5081,USD,444444444444,SubsidiaryD,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/651768,AmazonRDS,us-east-1,Request,7.341,0.046,0.046,0.0,0.046,USD,444444444444,SubsidiaryD,DataPlatform,prod
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/176785,AWSLambda,us-east-1,EBS:GP2,17.719,0.1692,0.1692,0.0,0.1692,USD,444444444444,SubsidiaryD,DataPlatform,dev
2024-10-01,2025-03-31,999999999999,2024-11-08,2024-11-09,arn:aws:ec2:region:instance/438980,AmazonCloudFront,ap-southeast-1,EBS:GP2,27.36,0.2394,0.2394,0.0,0.2394,USD,444444444444,SubsidiaryD,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/890985,AmazonEC2,ap-southeast-1,DataTransfer-Out-Bytes,57.846,1.3893,1.3893,0.0,1.3893,USD,111111111111,SubsidiaryA,Payments,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/478486,AmazonS3,ap-southeast-2,EBS:GP2,25.785,0.1773,0.1773,0.0,0.1773,USD,111111111111,SubsidiaryA,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/252876,AmazonEKS,ap-southeast-2,DataTransfer-Out-Bytes,55.443,1.8901,1.8901,0.0,1.8901,USD,111111111111,SubsidiaryA,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/843802,AmazonRDS,us-east-1,Request,18.167,0.1424,0.1424,0.0,0.1424,USD,111111111111,SubsidiaryA,Payments,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/115258,AWSLambda,us-east-1,DataTransfer-Out-Bytes,11.706,0.1404,0.1404,0.0,0.1404,USD,111111111111,SubsidiaryA,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/379556,AmazonCloudFront,ap-southeast-2,TimedStorage-ByteHrs,21.702,0.1839,0.1839,0.0,0.1839,USD,111111111111,SubsidiaryA,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/375529,AmazonEC2,ap-southeast-1,EBS:GP2,69.457,1.8679,1.8679,0.467,1.4009,USD,222222222222,SubsidiaryB,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/333126,AmazonS3,ap-southeast-1,TimedStorage-ByteHrs,17.776,0.1412,0.1412,0.0,0.1412,USD,222222222222,SubsidiaryB,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/682820,AmazonEKS,ap-southeast-2,Request,71.613,1.724,1.724,0.0,1.724,USD,222222222222,SubsidiaryB,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/745596,AmazonRDS,ap-southeast-2,BoxUsage:t2.micro,17.785,0.1627,0.1627,0.0,0.1627,USD,222222222222,SubsidiaryB,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/728942,AWSLambda,ap-southeast-2,Request,15.963,0.1459,0.1459,0.0,0.1459,USD,222222222222,SubsidiaryB,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/316367,AmazonCloudFront,ap-southeast-1,DataTransfer-Out-Bytes,15.623,0.1518,0.1518,0.0,0.1518,USD,222222222222,SubsidiaryB,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/770574,AmazonEC2,ap-southeast-1,TimedStorage-ByteHrs,54.687,1.2328,1.2328,0.0,1.2328,USD,333333333333,SubsidiaryC,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/732246,AmazonS3,us-east-1,TimedStorage-ByteHrs,24.865,0.248,0.248,0.0,0.248,USD,333333333333,SubsidiaryC,Payments,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/921433,AmazonEKS,ap-southeast-1,DataTransfer-Out-Bytes,72.397,2.5425,2.5425,0.0,2.5425,USD,333333333333,SubsidiaryC,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/621816,AmazonRDS,ap-southeast-1,TimedStorage-ByteHrs,25.287,0.2517,0.2517,0.0,0.2517,USD,333333333333,SubsidiaryC,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/726754,AWSLambda,us-east-1,TimedStorage-ByteHrs,21.694,0.1351,0.1351,0.0,0.1351,USD,333333333333,SubsidiaryC,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/749767,AmazonCloudFront,ap-southeast-2,TimedStorage-ByteHrs,17.107,0.1646,0.1646,0.0,0.1646,USD,333333333333,SubsidiaryC,DataPlatform,prod
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/885775,AmazonEC2,ap-southeast-2,DataTransfer-Out-Bytes,70.551,1.6736,1.6736,0.0,1.6736,USD,444444444444,SubsidiaryD,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/402696,AmazonS3,ap-southeast-2,TimedStorage-ByteHrs,23.348,0.1884,0.1884,0.0,0.1884,USD,444444444444,SubsidiaryD,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/508537,AmazonEKS,ap-southeast-1,BoxUsage:t2.micro,58.87,1.4647,1.4647,0.0,1.4647,USD,444444444444,SubsidiaryD,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/878373,AmazonRDS,ap-southeast-2,DataTransfer-Out-Bytes,19.675,0.2062,0.2062,0.0,0.2062,USD,444444444444,SubsidiaryD,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/325951,AWSLambda,ap-southeast-1,EBS:GP2,20.99,0.1769,0.1769,0.0,0.1769,USD,444444444444,SubsidiaryD,Payments,staging
2024-10-01,2025-03-31,999999999999,2024-11-09,2024-11-10,arn:aws:ec2:region:instance/401519,AmazonCloudFront,ap-southeast-2,BoxUsage:t2.micro,28.049,0.2592,0.2592,0.0,0.2592,USD,444444444444,SubsidiaryD,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/197332,AmazonEC2,ap-southeast-2,BoxUsage:t2.micro,58.385,1.2585,1.2585,0.0,1.2585,USD,111111111111,SubsidiaryA,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/271663,AmazonS3,ap-southeast-1,TimedStorage-ByteHrs,18.23,0.1517,0.1517,0.0,0.1517,USD,111111111111,SubsidiaryA,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/586081,AmazonEKS,us-east-1,TimedStorage-ByteHrs,43.441,0.9974,0.9974,0.0,0.9974,USD,111111111111,SubsidiaryA,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/317182,AmazonRDS,us-east-1,BoxUsage:t2.micro,20.564,0.1397,0.1397,0.0,0.1397,USD,111111111111,SubsidiaryA,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/887276,AWSLambda,us-east-1,Request,29.695,0.2594,0.2594,0.0,0.2594,USD,111111111111,SubsidiaryA,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/923986,AmazonCloudFront,us-east-1,BoxUsage:t2.micro,9.564,0.1052,0.1052,0.0,0.1052,USD,111111111111,SubsidiaryA,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/279522,AmazonEC2,ap-southeast-2,EBS:GP2,52.294,1.6332,1.6332,0.0,1.6332,USD,222222222222,SubsidiaryB,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/205902,AmazonS3,ap-southeast-2,EBS:GP2,13.836,0.0915,0.0915,0.0,0.0915,USD,222222222222,SubsidiaryB,Payments,prod
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/964436,AmazonEKS,us-east-1,Request,70.988,2.2119,2.2119,0.0,2.2119,USD,222222222222,SubsidiaryB,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/154127,AmazonRDS,ap-southeast-1,DataTransfer-Out-Bytes,27.775,0.2409,0.2409,0.0,0.2409,USD,222222222222,SubsidiaryB,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/735864,AWSLambda,ap-southeast-1,TimedStorage-ByteHrs,17.143,0.1559,0.1559,0.0,0.1559,USD,222222222222,SubsidiaryB,DataPlatform,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/294259,AmazonCloudFront,ap-southeast-1,Request,16.445,0.1282,0.1282,0.0,0.1282,USD,222222222222,SubsidiaryB,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/775747,AmazonEC2,ap-southeast-1,DataTransfer-Out-Bytes,50.302,1.7105,1.7105,0.0,1.7105,USD,333333333333,SubsidiaryC,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/978083,AmazonS3,ap-southeast-2,BoxUsage:t2.micro,16.9,0.1479,0.1479,0.0,0.1479,USD,333333333333,SubsidiaryC,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/315757,AmazonEKS,us-east-1,EBS:GP2,58.149,2.004,2.004,0.0,2.004,USD,333333333333,SubsidiaryC,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/262012,AmazonRDS,ap-southeast-1,BoxUsage:t2.micro,23.199,0.2142,0.2142,0.0,0.2142,USD,333333333333,SubsidiaryC,Search,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/569722,AWSLambda,us-east-1,Request,9.049,0.1023,0.1023,0.0,0.1023,USD,333333333333,SubsidiaryC,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/379919,AmazonCloudFront,us-east-1,BoxUsage:t2.micro,18.42,0.2203,0.2203,0.0,0.2203,USD,333333333333,SubsidiaryC,Marketplace,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/645661,AmazonEC2,us-east-1,DataTransfer-Out-Bytes,63.103,2.177,2.177,0.0,2.177,USD,444444444444,SubsidiaryD,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/503960,AmazonS3,us-east-1,DataTransfer-Out-Bytes,19.629,0.1426,0.1426,0.0,0.1426,USD,444444444444,SubsidiaryD,Marketplace,dev
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/565001,AmazonEKS,us-east-1,BoxUsage:t2.micro,57.542,1.7396,1.7396,0.0,1.7396,USD,444444444444,SubsidiaryD,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/908202,AmazonRDS,us-east-1,BoxUsage:t2.micro,9.837,0.0979,0.0979,0.0,0.0979,USD,444444444444,SubsidiaryD,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/973121,AWSLambda,ap-southeast-1,BoxUsage:t2.micro,18.817,0.2167,0.2167,0.0,0.2167,USD,444444444444,SubsidiaryD,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-10,2024-11-11,arn:aws:ec2:region:instance/497627,AmazonCloudFront,ap-southeast-2,EBS:GP2,24.518,0.2221,0.2221,0.0,0.2221,USD,444444444444,SubsidiaryD,Search,prod
2024-10-01,2025-03-31,999999999999,2024-11-11,2024-11-12,arn:aws:ec2:region:instance/745550,AmazonEC2,ap-southeast-2,BoxUsage:t2.micro,74.437,2.5239,2.5239,0.7572,1.7667,USD,111111111111,SubsidiaryA,Marketplace,prod
2024-10-01,2025-03-31,999999999999,2024-11-11,2024-11-12,arn:aws:ec2:region:instance/777038,AmazonS3,ap-southeast-2,DataTransfer-Out-Bytes,12.287,0.0946,0.0946,0.0,0.0946,USD,111111111111,SubsidiaryA,DataPlatform,staging
2024-10-01,2025-03-31,999999999999,2024-11-11,2024-11-12,arn:aws:ec2:region:instance/194792,AmazonEKS,us-east-1,DataTransfer-Out-Bytes,58.099,1.4995,1.4995,0.0,1.4995,USD,111111111111,SubsidiaryA,Search,staging
2024-10-01,2025-03-31,999999999999,2024-11-11,2024-11-12,arn:aws:ec2:region:instance/761494,AmazonRDS,us-east-1,DataTransfer-Out-Bytes,21.769,0.1879,0.1879,0.0,0.1879,USD,111111111111,SubsidiaryA,Payments,dev
2024-10-01,2025-03-31,999999999999,2024-11-11,2024-11-12,arn:aws:ec2:region:instance/799086,AWSLambda,us-east-1,Request,29.469,0.3334,0.3334,0.0,0.3334,USD,111111111111,SubsidiaryA,Marketplace,prod
