invoice_month,usage_start_time,usage_end_time,project_id,service,sku,region,resource_name,labels.env,labels.team,labels.product,usage_amount,usage_unit,list_cost,credits,net_cost,currency,commitment_type,is_spot
2024-11,2024-11-29,2024-11-30,search-staging,Compute Engine,N2 Standard Core,asia-southeast1,sea-st-2309,staging,Search,DataLake,15.748,hours,0.7874,0.0,0.7874,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Compute Engine,N2 Standard Core,us-central1,sea-de-9556,dev,Search,BuyerApp,6.275,hours,0.3138,0.0,0.3138,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,Compute Engine,N2 Standard RAM,us-central1,sea-pr-9573,prod,Search,DataLake,9.512,hours,0.1902,0.0285,0.1617,USD,CUD,1
2024-11,2024-11-29,2024-11-30,search-staging,Compute Engine,N2 Standard RAM,asia-southeast2,sea-st-6178,staging,Search,DataLake,3.683,hours,0.0737,0.0,0.0737,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Compute Engine,N2 Standard RAM,us-central1,sea-de-9617,dev,Search,SellerPortal,1.676,hours,0.0335,0.0,0.0335,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,Compute Engine,Persistent Disk SSD,asia-southeast1,sea-pr-8356,prod,Search,BuyerApp,3.061,hours,0.0612,0.0214,0.0398,USD,CUD,0
2024-11,2024-11-29,2024-11-30,search-staging,Compute Engine,Persistent Disk SSD,asia-southeast2,sea-st-2298,staging,Search,DataLake,0.0,hours,0.0,0.0,0.0,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Compute Engine,Persistent Disk SSD,asia-southeast2,sea-de-9853,dev,Search,DataLake,2.058,hours,0.0412,0.0,0.0412,USD,,1
2024-11,2024-11-29,2024-11-30,search-prod,Cloud Storage,Standard Regional Storage,us-central1,sea-pr-3745,prod,Search,BuyerApp,12.719,hours,0.1908,0.0,0.1908,USD,,0
2024-11,2024-11-29,2024-11-30,search-staging,Cloud Storage,Standard Regional Storage,asia-southeast2,sea-st-4407,staging,Search,SellerPortal,6.785,hours,0.1018,0.0,0.1018,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Cloud Storage,Standard Regional Storage,us-central1,sea-de-8151,dev,Search,SellerPortal,5.702,hours,0.0855,0.0,0.0855,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,Cloud Storage,Network Egress,asia-southeast1,sea-pr-9931,prod,Search,SellerPortal,29.794,hours,2.0856,0.0,2.0856,USD,,0
2024-11,2024-11-29,2024-11-30,search-staging,Cloud Storage,Network Egress,us-central1,sea-st-6536,staging,Search,BuyerApp,7.463,hours,0.5224,0.0,0.5224,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Cloud Storage,Network Egress,us-central1,sea-de-8581,dev,Search,DataLake,5.339,hours,0.3737,0.0,0.3737,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,BigQuery,Analysis (on-demand),asia-southeast2,sea-pr-4984,prod,Search,BuyerApp,27.001,hours,0.54,0.0,0.54,USD,,0
2024-11,2024-11-29,2024-11-30,search-staging,BigQuery,Analysis (on-demand),asia-southeast1,sea-st-8353,staging,Search,DataLake,6.743,hours,0.1349,0.0,0.1349,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,BigQuery,Analysis (on-demand),asia-southeast1,sea-de-8170,dev,Search,BuyerApp,3.905,hours,0.0781,0.0,0.0781,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,BigQuery,Storage,us-central1,sea-pr-4728,prod,Search,BuyerApp,19.254,hours,0.2888,0.0,0.2888,USD,,0
2024-11,2024-11-29,2024-11-30,search-staging,BigQuery,Storage,us-central1,sea-st-6684,staging,Search,DataLake,6.002,hours,0.09,0.0,0.09,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,BigQuery,Storage,asia-southeast1,sea-de-4976,dev,Search,SellerPortal,5.458,hours,0.0819,0.0,0.0819,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,Kubernetes Engine,GKE CPU,asia-southeast2,sea-pr-3114,prod,Search,SellerPortal,52.019,hours,2.601,0.3901,2.2109,USD,CUD,0
2024-11,2024-11-29,2024-11-30,search-staging,Kubernetes Engine,GKE CPU,us-central1,sea-st-1598,staging,Search,BuyerApp,17.384,hours,0.8692,0.0,0.8692,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Kubernetes Engine,GKE CPU,asia-southeast2,sea-de-6564,dev,Search,DataLake,8.463,hours,0.4232,0.0,0.4232,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,Kubernetes Engine,GKE RAM,asia-southeast1,sea-pr-4614,prod,Search,DataLake,10.097,hours,0.2019,0.0303,0.1716,USD,CUD,0
2024-11,2024-11-29,2024-11-30,search-staging,Kubernetes Engine,GKE RAM,asia-southeast2,sea-st-3788,staging,Search,DataLake,4.942,hours,0.0988,0.0,0.0988,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Kubernetes Engine,GKE RAM,asia-southeast1,sea-de-1371,dev,Search,SellerPortal,1.424,hours,0.0285,0.0,0.0285,USD,,0
2024-11,2024-11-29,2024-11-30,search-prod,Cloud Logging,Logs Ingestion,asia-southeast1,sea-pr-1684,prod,Search,DataLake,31.646,hours,0.6329,0.0,0.6329,USD,,0
2024-11,2024-11-29,2024-11-30,search-staging,Cloud Logging,Logs Ingestion,asia-southeast1,sea-st-6606,staging,Search,SellerPortal,13.463,hours,0.2693,0.0,0.2693,USD,,0
2024-11,2024-11-29,2024-11-30,search-dev,Cloud Logging,Logs Ingestion,asia-southeast1,sea-de-9539,dev,Search,DataLake,4.82,hours,0.0964,0.0,0.0964,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Compute Engine,N2 Standard Core,asia-southeast1,dat-pr-8506,prod,DataPlatform,DataLake,46.048,hours,2.3024,0.8058,1.4966,USD,CUD,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Compute Engine,N2 Standard Core,asia-southeast2,dat-st-7808,staging,DataPlatform,SellerPortal,15.458,hours,0.7729,0.0,0.7729,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Compute Engine,N2 Standard Core,us-central1,dat-de-7903,dev,DataPlatform,DataLake,8.7,hours,0.435,0.0,0.435,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Compute Engine,N2 Standard RAM,asia-southeast1,dat-pr-4814,prod,DataPlatform,DataLake,4.043,hours,0.0809,0.0283,0.0526,USD,CUD,1
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Compute Engine,N2 Standard RAM,asia-southeast1,dat-st-7227,staging,DataPlatform,DataLake,3.674,hours,0.0735,0.0,0.0735,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Compute Engine,N2 Standard RAM,asia-southeast1,dat-de-9436,dev,DataPlatform,DataLake,0.0,hours,0.0,0.0,0.0,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Compute Engine,Persistent Disk SSD,asia-southeast2,dat-pr-3921,prod,DataPlatform,DataLake,21.218,hours,0.4244,0.0637,0.3607,USD,CUD,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Compute Engine,Persistent Disk SSD,asia-southeast2,dat-st-5643,staging,DataPlatform,DataLake,9.699,hours,0.194,0.0,0.194,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Compute Engine,Persistent Disk SSD,asia-southeast1,dat-de-8171,dev,DataPlatform,BuyerApp,3.062,hours,0.0612,0.0,0.0612,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Cloud Storage,Standard Regional Storage,asia-southeast1,dat-pr-3648,prod,DataPlatform,BuyerApp,10.335,hours,0.155,0.0,0.155,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Cloud Storage,Standard Regional Storage,asia-southeast1,dat-st-6124,staging,DataPlatform,DataLake,4.347,hours,0.0652,0.0,0.0652,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Cloud Storage,Standard Regional Storage,us-central1,dat-de-5571,dev,DataPlatform,BuyerApp,3.918,hours,0.0588,0.0,0.0588,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Cloud Storage,Network Egress,us-central1,dat-pr-6292,prod,DataPlatform,BuyerApp,17.235,hours,1.2065,0.0,1.2065,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Cloud Storage,Network Egress,asia-southeast2,dat-st-1773,staging,DataPlatform,BuyerApp,3.571,hours,0.25,0.0,0.25,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Cloud Storage,Network Egress,asia-southeast2,dat-de-9382,dev,DataPlatform,BuyerApp,5.709,hours,0.3996,0.0,0.3996,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,BigQuery,Analysis (on-demand),asia-southeast2,dat-pr-9266,prod,DataPlatform,SellerPortal,22.363,hours,0.4473,0.0,0.4473,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,BigQuery,Analysis (on-demand),asia-southeast1,dat-st-3355,staging,DataPlatform,DataLake,4.967,hours,0.0993,0.0,0.0993,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,BigQuery,Analysis (on-demand),asia-southeast1,dat-de-7951,dev,DataPlatform,DataLake,2.583,hours,0.0517,0.0,0.0517,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,BigQuery,Storage,asia-southeast2,dat-pr-1625,prod,DataPlatform,DataLake,16.093,hours,0.2414,0.0,0.2414,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,BigQuery,Storage,asia-southeast2,dat-st-6996,staging,DataPlatform,BuyerApp,5.86,hours,0.0879,0.0,0.0879,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,BigQuery,Storage,asia-southeast1,dat-de-4239,dev,DataPlatform,SellerPortal,0.994,hours,0.0149,0.0,0.0149,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Kubernetes Engine,GKE CPU,asia-southeast2,dat-pr-8370,prod,DataPlatform,SellerPortal,43.224,hours,2.1612,0.3242,1.837,USD,CUD,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Kubernetes Engine,GKE CPU,asia-southeast1,dat-st-2161,staging,DataPlatform,SellerPortal,13.325,hours,0.6662,0.0,0.6662,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Kubernetes Engine,GKE CPU,asia-southeast1,dat-de-8069,dev,DataPlatform,DataLake,11.316,hours,0.5658,0.0,0.5658,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Kubernetes Engine,GKE RAM,asia-southeast1,dat-pr-6790,prod,DataPlatform,SellerPortal,14.422,hours,0.2884,0.1009,0.1875,USD,CUD,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Kubernetes Engine,GKE RAM,asia-southeast1,dat-st-7076,staging,DataPlatform,SellerPortal,3.217,hours,0.0643,0.0,0.0643,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Kubernetes Engine,GKE RAM,asia-southeast1,dat-de-6311,dev,DataPlatform,DataLake,0.0,hours,0.0,0.0,0.0,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-prod,Cloud Logging,Logs Ingestion,us-central1,dat-pr-7336,prod,DataPlatform,BuyerApp,10.759,hours,0.2152,0.0,0.2152,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-staging,Cloud Logging,Logs Ingestion,us-central1,dat-st-2359,staging,DataPlatform,SellerPortal,4.691,hours,0.0938,0.0,0.0938,USD,,0
2024-11,2024-11-29,2024-11-30,dataplatform-dev,Cloud Logging,Logs Ingestion,us-central1,dat-de-6972,dev,DataPlatform,SellerPortal,0.152,hours,0.003,0.0,0.003,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Compute Engine,N2 Standard Core,us-central1,mar-pr-6127,prod,Marketplace,BuyerApp,60.984,hours,3.0492,0.4574,2.5918,USD,CUD,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Compute Engine,N2 Standard Core,asia-southeast2,mar-st-8424,staging,Marketplace,DataLake,18.944,hours,0.9472,0.0,0.9472,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Compute Engine,N2 Standard Core,asia-southeast2,mar-de-7461,dev,Marketplace,DataLake,13.697,hours,0.6848,0.0,0.6848,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Compute Engine,N2 Standard RAM,us-central1,mar-pr-4030,prod,Marketplace,BuyerApp,9.898,hours,0.198,0.0297,0.1683,USD,CUD,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Compute Engine,N2 Standard RAM,asia-southeast1,mar-st-9051,staging,Marketplace,SellerPortal,6.305,hours,0.1261,0.0,0.1261,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Compute Engine,N2 Standard RAM,asia-southeast2,mar-de-4350,dev,Marketplace,BuyerApp,1.382,hours,0.0276,0.0,0.0276,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Compute Engine,Persistent Disk SSD,asia-southeast1,mar-pr-4317,prod,Marketplace,BuyerApp,11.001,hours,0.22,0.055,0.165,USD,CUD,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Compute Engine,Persistent Disk SSD,asia-southeast2,mar-st-4089,staging,Marketplace,DataLake,2.393,hours,0.0479,0.0,0.0479,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Compute Engine,Persistent Disk SSD,asia-southeast2,mar-de-3823,dev,Marketplace,DataLake,3.152,hours,0.063,0.0,0.063,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Cloud Storage,Standard Regional Storage,us-central1,mar-pr-5661,prod,Marketplace,SellerPortal,23.346,hours,0.3502,0.0,0.3502,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Cloud Storage,Standard Regional Storage,us-central1,mar-st-3832,staging,Marketplace,DataLake,4.628,hours,0.0694,0.0,0.0694,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,mar-de-4826,dev,Marketplace,SellerPortal,2.528,hours,0.0379,0.0,0.0379,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Cloud Storage,Network Egress,asia-southeast1,mar-pr-2478,prod,Marketplace,BuyerApp,6.143,hours,0.43,0.0,0.43,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Cloud Storage,Network Egress,asia-southeast2,mar-st-1635,staging,Marketplace,SellerPortal,4.937,hours,0.3456,0.0,0.3456,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Cloud Storage,Network Egress,us-central1,mar-de-3699,dev,Marketplace,SellerPortal,3.113,hours,0.2179,0.0,0.2179,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,BigQuery,Analysis (on-demand),asia-southeast1,mar-pr-2001,prod,Marketplace,DataLake,5.887,hours,0.1177,0.0,0.1177,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,BigQuery,Analysis (on-demand),asia-southeast1,mar-st-5143,staging,Marketplace,BuyerApp,0.0,hours,0.0,0.0,0.0,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,BigQuery,Analysis (on-demand),us-central1,mar-de-4877,dev,Marketplace,BuyerApp,0.0,hours,0.0,0.0,0.0,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,BigQuery,Storage,us-central1,mar-pr-2424,prod,Marketplace,BuyerApp,12.884,hours,0.1933,0.0,0.1933,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,BigQuery,Storage,asia-southeast1,mar-st-4821,staging,Marketplace,SellerPortal,3.602,hours,0.054,0.0,0.054,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,BigQuery,Storage,us-central1,mar-de-7011,dev,Marketplace,SellerPortal,4.88,hours,0.0732,0.0,0.0732,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Kubernetes Engine,GKE CPU,us-central1,mar-pr-8084,prod,Marketplace,DataLake,56.518,hours,2.8259,0.4239,2.4019999999999997,USD,CUD,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Kubernetes Engine,GKE CPU,asia-southeast1,mar-st-8004,staging,Marketplace,DataLake,18.742,hours,0.9371,0.0,0.9371,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Kubernetes Engine,GKE CPU,asia-southeast2,mar-de-9086,dev,Marketplace,BuyerApp,11.317,hours,0.5659,0.0,0.5659,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Kubernetes Engine,GKE RAM,asia-southeast2,mar-pr-3710,prod,Marketplace,DataLake,20.293,hours,0.4059,0.0609,0.345,USD,CUD,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Kubernetes Engine,GKE RAM,us-central1,mar-st-4339,staging,Marketplace,DataLake,4.058,hours,0.0812,0.0,0.0812,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Kubernetes Engine,GKE RAM,asia-southeast2,mar-de-1646,dev,Marketplace,BuyerApp,1.238,hours,0.0248,0.0,0.0248,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-prod,Cloud Logging,Logs Ingestion,asia-southeast1,mar-pr-1563,prod,Marketplace,BuyerApp,23.815,hours,0.4763,0.0,0.4763,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-staging,Cloud Logging,Logs Ingestion,us-central1,mar-st-1831,staging,Marketplace,DataLake,9.485,hours,0.1897,0.0,0.1897,USD,,0
2024-11,2024-11-30,2024-12-01,marketplace-dev,Cloud Logging,Logs Ingestion,us-central1,mar-de-2150,dev,Marketplace,DataLake,5.285,hours,0.1057,0.0,0.1057,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Compute Engine,N2 Standard Core,asia-southeast2,pay-pr-2917,prod,Payments,DataLake,44.35,hours,2.2175,0.3326,1.8848999999999998,USD,CUD,0
2024-11,2024-11-30,2024-12-01,payments-staging,Compute Engine,N2 Standard Core,us-central1,pay-st-1591,staging,Payments,DataLake,15.929,hours,0.7964,0.0,0.7964,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Compute Engine,N2 Standard Core,asia-southeast2,pay-de-4148,dev,Payments,SellerPortal,5.919,hours,0.296,0.0,0.296,USD,,1
2024-11,2024-11-30,2024-12-01,payments-prod,Compute Engine,N2 Standard RAM,us-central1,pay-pr-4389,prod,Payments,BuyerApp,29.849,hours,0.597,0.2089,0.3881,USD,CUD,1
2024-11,2024-11-30,2024-12-01,payments-staging,Compute Engine,N2 Standard RAM,asia-southeast2,pay-st-8062,staging,Payments,DataLake,12.227,hours,0.2445,0.0,0.2445,USD,,1
2024-11,2024-11-30,2024-12-01,payments-dev,Compute Engine,N2 Standard RAM,asia-southeast1,pay-de-2133,dev,Payments,SellerPortal,5.347,hours,0.1069,0.0,0.1069,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Compute Engine,Persistent Disk SSD,asia-southeast2,pay-pr-2886,prod,Payments,DataLake,35.701,hours,0.714,0.2499,0.46409999999999996,USD,CUD,1
2024-11,2024-11-30,2024-12-01,payments-staging,Compute Engine,Persistent Disk SSD,asia-southeast1,pay-st-1494,staging,Payments,BuyerApp,10.838,hours,0.2168,0.0,0.2168,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Compute Engine,Persistent Disk SSD,asia-southeast2,pay-de-1375,dev,Payments,BuyerApp,8.244,hours,0.1649,0.0,0.1649,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Cloud Storage,Standard Regional Storage,asia-southeast1,pay-pr-7027,prod,Payments,SellerPortal,23.755,hours,0.3563,0.0,0.3563,USD,,0
2024-11,2024-11-30,2024-12-01,payments-staging,Cloud Storage,Standard Regional Storage,asia-southeast1,pay-st-2255,staging,Payments,SellerPortal,4.531,hours,0.068,0.0,0.068,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,pay-de-7403,dev,Payments,SellerPortal,6.574,hours,0.0986,0.0,0.0986,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Cloud Storage,Network Egress,us-central1,pay-pr-3514,prod,Payments,SellerPortal,34.537,hours,2.4176,0.0,2.4176,USD,,0
2024-11,2024-11-30,2024-12-01,payments-staging,Cloud Storage,Network Egress,us-central1,pay-st-8524,staging,Payments,BuyerApp,13.43,hours,0.9401,0.0,0.9401,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Cloud Storage,Network Egress,asia-southeast1,pay-de-4423,dev,Payments,BuyerApp,5.319,hours,0.3724,0.0,0.3724,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,BigQuery,Analysis (on-demand),asia-southeast2,pay-pr-9150,prod,Payments,DataLake,25.021,hours,0.5004,0.0,0.5004,USD,,0
2024-11,2024-11-30,2024-12-01,payments-staging,BigQuery,Analysis (on-demand),asia-southeast2,pay-st-2520,staging,Payments,DataLake,9.002,hours,0.18,0.0,0.18,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,BigQuery,Analysis (on-demand),us-central1,pay-de-1898,dev,Payments,SellerPortal,7.965,hours,0.1593,0.0,0.1593,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,BigQuery,Storage,asia-southeast2,pay-pr-4079,prod,Payments,DataLake,21.607,hours,0.3241,0.0,0.3241,USD,,0
2024-11,2024-11-30,2024-12-01,payments-staging,BigQuery,Storage,asia-southeast2,pay-st-1990,staging,Payments,SellerPortal,8.362,hours,0.1254,0.0,0.1254,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,BigQuery,Storage,asia-southeast1,pay-de-1372,dev,Payments,BuyerApp,3.788,hours,0.0568,0.0,0.0568,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Kubernetes Engine,GKE CPU,asia-southeast1,pay-pr-7596,prod,Payments,DataLake,33.894,hours,1.6947,0.5931,1.1016000000000001,USD,CUD,0
2024-11,2024-11-30,2024-12-01,payments-staging,Kubernetes Engine,GKE CPU,asia-southeast1,pay-st-7507,staging,Payments,DataLake,14.364,hours,0.7182,0.0,0.7182,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Kubernetes Engine,GKE CPU,us-central1,pay-de-3243,dev,Payments,BuyerApp,7.592,hours,0.3796,0.0,0.3796,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Kubernetes Engine,GKE RAM,us-central1,pay-pr-6214,prod,Payments,DataLake,19.383,hours,0.3877,0.0582,0.3295,USD,CUD,0
2024-11,2024-11-30,2024-12-01,payments-staging,Kubernetes Engine,GKE RAM,asia-southeast2,pay-st-9117,staging,Payments,BuyerApp,9.685,hours,0.1937,0.0,0.1937,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Kubernetes Engine,GKE RAM,asia-southeast2,pay-de-7895,dev,Payments,BuyerApp,3.088,hours,0.0618,0.0,0.0618,USD,,0
2024-11,2024-11-30,2024-12-01,payments-prod,Cloud Logging,Logs Ingestion,asia-southeast2,pay-pr-5886,prod,Payments,BuyerApp,29.398,hours,0.588,0.0,0.588,USD,,0
2024-11,2024-11-30,2024-12-01,payments-staging,Cloud Logging,Logs Ingestion,asia-southeast1,pay-st-6531,staging,Payments,DataLake,12.881,hours,0.2576,0.0,0.2576,USD,,0
2024-11,2024-11-30,2024-12-01,payments-dev,Cloud Logging,Logs Ingestion,asia-southeast1,pay-de-5674,dev,Payments,DataLake,7.85,hours,0.157,0.0,0.157,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,Compute Engine,N2 Standard Core,asia-southeast2,sea-pr-4987,prod,Search,SellerPortal,36.352,hours,1.8176,0.6362,1.1814,USD,CUD,0
2024-11,2024-11-30,2024-12-01,search-staging,Compute Engine,N2 Standard Core,asia-southeast2,sea-st-9075,staging,Search,BuyerApp,13.967,hours,0.6984,0.0,0.6984,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,Compute Engine,N2 Standard Core,asia-southeast1,sea-de-9875,dev,Search,DataLake,7.787,hours,0.3893,0.0,0.3893,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,Compute Engine,N2 Standard RAM,asia-southeast1,sea-pr-5494,prod,Search,SellerPortal,17.949,hours,0.359,0.1256,0.2334,USD,CUD,0
2024-11,2024-11-30,2024-12-01,search-staging,Compute Engine,N2 Standard RAM,asia-southeast2,sea-st-4466,staging,Search,DataLake,8.885,hours,0.1777,0.0,0.1777,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,Compute Engine,N2 Standard RAM,asia-southeast1,sea-de-1392,dev,Search,BuyerApp,5.732,hours,0.1146,0.0,0.1146,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,Compute Engine,Persistent Disk SSD,asia-southeast1,sea-pr-9890,prod,Search,DataLake,15.543,hours,0.3109,0.0777,0.23320000000000002,USD,CUD,0
2024-11,2024-11-30,2024-12-01,search-staging,Compute Engine,Persistent Disk SSD,asia-southeast1,sea-st-4202,staging,Search,SellerPortal,5.2,hours,0.104,0.0,0.104,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,Compute Engine,Persistent Disk SSD,asia-southeast2,sea-de-9714,dev,Search,BuyerApp,0.68,hours,0.0136,0.0,0.0136,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,Cloud Storage,Standard Regional Storage,asia-southeast2,sea-pr-7737,prod,Search,SellerPortal,17.819,hours,0.2673,0.0,0.2673,USD,,0
2024-11,2024-11-30,2024-12-01,search-staging,Cloud Storage,Standard Regional Storage,us-central1,sea-st-6098,staging,Search,SellerPortal,6.378,hours,0.0957,0.0,0.0957,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,Cloud Storage,Standard Regional Storage,asia-southeast1,sea-de-9474,dev,Search,SellerPortal,3.381,hours,0.0507,0.0,0.0507,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,Cloud Storage,Network Egress,asia-southeast1,sea-pr-4782,prod,Search,SellerPortal,16.796,hours,1.1757,0.0,1.1757,USD,,0
2024-11,2024-11-30,2024-12-01,search-staging,Cloud Storage,Network Egress,asia-southeast2,sea-st-1632,staging,Search,SellerPortal,7.971,hours,0.558,0.0,0.558,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,Cloud Storage,Network Egress,asia-southeast1,sea-de-6454,dev,Search,SellerPortal,2.008,hours,0.1406,0.0,0.1406,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,BigQuery,Analysis (on-demand),us-central1,sea-pr-8246,prod,Search,SellerPortal,2.442,hours,0.0488,0.0,0.0488,USD,,0
2024-11,2024-11-30,2024-12-01,search-staging,BigQuery,Analysis (on-demand),asia-southeast2,sea-st-5262,staging,Search,SellerPortal,0.0,hours,0.0,0.0,0.0,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,BigQuery,Analysis (on-demand),asia-southeast2,sea-de-9402,dev,Search,BuyerApp,0.1,hours,0.002,0.0,0.002,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,BigQuery,Storage,asia-southeast2,sea-pr-7059,prod,Search,SellerPortal,31.789,hours,0.4768,0.0,0.4768,USD,,0
2024-11,2024-11-30,2024-12-01,search-staging,BigQuery,Storage,asia-southeast2,sea-st-6105,staging,Search,DataLake,9.714,hours,0.1457,0.0,0.1457,USD,,0
2024-11,2024-11-30,2024-12-01,search-dev,BigQuery,Storage,asia-southeast1,sea-de-2121,dev,Search,BuyerApp,4.939,hours,0.0741,0.0,0.0741,USD,,0
2024-11,2024-11-30,2024-12-01,search-prod,Kubernetes Engine,GKE CPU,asia-southeast2,sea-pr-2670,prod,Search,SellerPortal,60.591,hours,3.0295,0.7574,2.2721,USD,CUD,0
